Record identifier,Bureau of Meteorology Station Number,Rainfall district code,Station Name,Month/Year site opened. (MM/YYYY),Month/Year site closed. (MM/YYYY),Latitude to 4 decimal places in decimal degrees,Longitude to 4 decimal places in decimal degrees,Method by which latitude/longitude was derived,State,Height of station above mean sea level in metres,Height of barometer above mean sea level in metres,WMO (World Meteorological Organisation) Index Number,First year of data supplied in data file,Last year of data supplied in data file,Percentage complete between first and last records,Percentage of values with quality flag 'Y',Percentage of values with quality flag 'N',Percentage of values with quality flag 'W',Percentage of values with quality flag 'S',Percentage of values with quality flag 'I',
st,5061,5,DAMPIER SALT                            ,Jan-69,       ,-20.7278,116.7483,GPS            ,WA ,6,12,     ,1969,2015,99,99,  *,0,  *,0,#
st,5066,5,UAROO                                   ,Jan-16,       ,-22.7817,115.3706,GPS            ,WA ,100,      ,     ,1916,2015,49,99,0,0,  *,0,#
st,5068,5,BULLARA                                 ,Jan-57,       ,-22.6811,114.0394,GPS            ,WA ,20,      ,     ,1957,2013,89,98,2,0,  *,0,#
st,5069,5,PANNAWONICA                             ,Nov-71,       ,-21.6392,116.3308,GPS            ,WA ,200,      ,     ,1971,2015,99,99,  *,0,  *,0,#
st,5070,5,ROBE                                    ,Oct-72,       ,-21.3567,115.8208,GPS            ,WA ,10,      ,     ,1972,2015,97,98,1,0,2,0,#
st,5071,5,PINDRAL OUTCAMP                         ,Oct-72,       ,-21.3444,115.9356,GPS            ,WA ,11,      ,     ,1972,2015,99,98,1,0,2,0,#
st,5073,5,HOOLEY                                  ,Sep-72,       ,-21.8836,118.2217,GPS            ,WA ,500,      ,     ,1972,2015,64,94,1,0,6,0,#
st,5078,5,URALA                                   ,Mar-77,       ,-21.7672,114.8211,GPS            ,WA ,5,      ,     ,1977,2015,97,99,  *,0,  *,0,#
st,5082,5,ERAMURRA POOL                           ,Jun-87,       ,-21.0544,116.2575,GPS            ,WA ,50,      ,     ,1987,2015,99,97,1,0,2,0,#
st,5085,5,ROCKLEA                                 ,Jul-90,       ,-22.8853,117.4464,GPS            ,WA ,420,      ,     ,1992,2015,40,98,2,0,  *,0,#
st,5088,5,MULYERING                               ,Apr-92,       ,-21.2475,116.0733,GPS            ,WA ,38,      ,     ,1992,2015,99,98,1,0,1,0,#
st,5090,5,MOUNT MINNIE                            ,Aug-97,       ,-21.9711,115.4325,GPS            ,WA ,55,      ,     ,1997,2012,25,99,0,0,  *,0,#
st,5093,5,AUSKI MUNJINA ROADHOUSE                 ,Oct-98,       ,-22.3767,118.6886,GPS            ,WA ,460,      ,     ,1998,2014,71,99,1,0,  *,0,#
st,5094,5,BARROW ISLAND AIRPORT                   ,Nov-98,       ,-20.875,115.4056,               ,WA ,6.4,6.9,95304,1999,2015,97,66,34,0,0,0,#
st,5095,5,CHEELA PLAINS                           ,Jan-02,       ,-22.9367,116.9731,GPS            ,WA ,300,      ,     ,2002,2015,99,98,1,0,1,0,#
st,6000,6,BIDGEMIA                                ,06/1887,       ,-25.0417,115.3092,GPS            ,WA ,180,      ,     ,1889,2014,83,99,  *,0,  *,0,#
st,6001,6,BILLABALONG                             ,Jan-01,       ,-27.4231,115.8347,GPS            ,WA ,254,      ,     ,1901,2014,95,99,  *,0,  *,0,#
st,6003,6,BOOLATHANA                              ,01/1897,       ,-24.6525,113.6936,GPS            ,WA ,4,      ,     ,1897,2015,91,99,1,0,  *,0,#
st,6005,6,BRICKHOUSE                              ,Jan-03,       ,-24.8208,113.7853,GPS            ,WA ,15,      ,     ,1903,2014,97,99,  *,0,  *,0,#
st,6008,6,CALLAGIDDY STATION                      ,Jan-10,       ,-25.0481,114.0294,GPS            ,WA ,25,      ,     ,1910,2015,99,99,  *,0,  *,0,#
st,6009,6,CARDABIA                                ,Jan-13,       ,-23.105,113.8031,GPS            ,WA ,6,      ,     ,1913,2013,89,99,  *,0,  *,0,#
st,6010,6,CAREY DOWNS                             ,Jan-10,       ,-25.6114,115.4625,GPS            ,WA ,250,      ,     ,1910,2014,75,99,  *,0,  *,0,#
st,6011,6,CARNARVON AIRPORT                       ,Jan-45,       ,-24.8878,113.67,GPS            ,WA ,4,4.5,94300,1945,2015,100,99,  *,0,  *,0,#
st,6015,6,COORALYA                                ,01/1891,       ,-24.4447,114.0781,GPS            ,WA ,45,      ,     ,1891,2015,61,97,3,0,  *,0,#
st,6017,6,DAIRY CREEK                             ,Jan-00,       ,-25.2786,115.8633,GPS            ,WA ,300,      ,     ,1900,2011,82,99,  *,0,  *,0,#
st,6019,6,DOORAWARRAH                             ,01/1897,       ,-24.8061,114.4322,GPS            ,WA ,70,      ,     ,1897,2015,91,99,  *,0,  *,0,#
st,6020,6,EDAGGEE                                 ,Jan-15,       ,-25.36,114.2292,GPS            ,WA ,30,      ,     ,1915,2015,96,97,2,0,  *,0,#
st,6021,6,EUDAMULLAH                              ,Jan-28,       ,-24.4508,115.6072,GPS            ,WA ,400,      ,     ,1928,2013,89,99,1,0,  *,0,#
st,6022,6,GASCOYNE JUNCTION                       ,Jan-07,       ,-25.0544,115.21,GPS            ,WA ,144,145,94410,1907,2015,95,99,  *,0,1,0,#
st,6023,6,GNARALOO                                ,Jan-12,       ,-23.8222,113.5256,GPS            ,WA ,20,      ,     ,1912,2015,88,99,  *,0,  *,0,#
st,6025,6,HAMELIN POOL                            ,01/1885,       ,-26.3994,114.1658,GPS            ,WA ,15,      ,     ,1886,2012,77,99,  *,0,  *,0,#
st,6026,6,HAMELIN STATION                         ,Jan-26,       ,-26.4275,114.1919,GPS            ,WA ,25,      ,     ,1924,2015,75,99,  *,0,  *,0,#
st,6027,6,JIMBA JIMBA                             ,01/1888,       ,-25.0442,115.1331,GPS            ,WA ,180,      ,     ,1888,2015,79,99,  *,0,  *,0,#
st,6029,6,LYNDON                                  ,01/1898,       ,-23.6361,115.2461,GPS            ,WA ,210,      ,     ,1898,2014,93,99,  *,0,  *,0,#
st,6030,6,LYONS RIVER                             ,Jan-06,       ,-24.6314,115.3383,GPS            ,WA ,175,      ,     ,1906,2015,95,99,  *,0,  *,0,#
st,6032,6,MARDATHUNA                              ,Jan-18,       ,-24.4733,114.5553,GPS            ,WA ,90,      ,     ,1918,2010,88,99,  *,0,  *,0,#
st,6033,6,MAROONAH                                ,01/1896,       ,-23.4792,115.5478,GPS            ,WA ,250,      ,     ,1896,2013,93,99,0,0,  *,0,#
st,6034,6,MARRON                                  ,Jan-11,       ,-25.3656,114.3594,GPS            ,WA ,40,      ,     ,1911,2015,98,99,  *,0,  *,0,#
st,6036,6,MEEDO                                   ,01/1899,       ,-25.6631,114.6261,               ,WA ,60,      ,     ,1899,2014,82,99,  *,0,  *,0,#
st,6038,6,MIA MIA                                 ,Jan-03,       ,-23.3817,114.4375,GPS            ,WA ,75,      ,     ,1904,2015,78,99,  *,0,  *,0,#
st,6039,6,MINILYA                                 ,Jan-01,       ,-23.8497,113.9714,GPS            ,WA ,3,      ,     ,1901,2011,81,99,  *,0,  *,0,#
st,6040,6,MINNIE CREEK                            ,Jan-00,       ,-24.0306,115.6967,GPS            ,WA ,300,      ,     ,1900,2015,90,99,  *,0,  *,0,#
st,6044,6,DENHAM                                  ,01/1893,       ,-25.9261,113.5319,GPS            ,WA ,9,9.8,94402,1893,2015,86,99,  *,  *,1,0,#
st,6045,6,TAMALA                                  ,Oct-00,       ,-26.6969,113.7158,GPS            ,WA ,50,      ,     ,1900,2015,82,99,  *,0,  *,0,#
st,6050,6,WANDAGEE                                ,01/1890,       ,-23.7647,114.5539,GPS            ,WA ,90,      ,     ,1890,2015,89,99,0,0,  *,0,#
st,6052,6,WILLIAMBURY                             ,01/1888,       ,-23.8608,115.1475,GPS            ,WA ,190,      ,     ,1888,2014,89,99,0,0,  *,0,#
st,6053,6,WINDERIE                                ,Jan-09,       ,-25.3017,115.1161,GPS            ,WA ,170,      ,     ,1909,2015,93,99,1,0,  *,0,#
st,6054,6,WOODLEIGH                               ,Jan-26,       ,-26.0511,114.7542,GPS            ,WA ,180,      ,     ,1917,2010,89,92,0,0,8,0,#
st,6055,6,WOOLGORONG                              ,Jan-04,       ,-27.7456,115.8286,GPS            ,WA ,300,      ,     ,1904,2015,97,99,  *,0,  *,0,#
st,6056,6,WOORAMEL                                ,01/1898,       ,-25.74,114.2847,GPS            ,WA ,16,      ,     ,1898,2009,87,98,2,0,  *,0,#
st,6057,6,YALBALGO                                ,Jan-09,       ,-25.1883,114.68,GPS            ,WA ,90,      ,     ,1909,1972,77,99,0,0,  *,0,#
st,6058,6,YALLALONG                               ,Jan-04,       ,-27.4278,115.5147,GPS            ,WA ,240,      ,     ,1904,2015,96,99,  *,0,  *,0,#
st,6059,6,YARINGA STATION                         ,Jan-23,       ,-25.9436,114.3222,GPS            ,WA ,13,      ,     ,1923,2015,86,99,  *,0,  *,0,#
st,6060,6,CARBLA STATION                          ,Jan-13,       ,-26.2011,114.2869,GPS            ,WA ,30,      ,     ,1913,2014,99,99,  *,0,  *,0,#
st,6066,6,WINNING                                 ,01/1898,       ,-23.1567,114.5403,GPS            ,WA ,75,      ,     ,1898,2015,65,99,  *,0,  *,0,#
st,6068,6,WAHROONGA                               ,Jan-53,       ,-25.4906,114.3981,GPS            ,WA ,40,      ,     ,1953,2015,97,99,  *,0,  *,0,#
st,6069,6,MOUNT NARRYER                           ,Jan-00,       ,-26.5903,115.9267,GPS            ,WA ,300,      ,     ,1900,2015,80,99,  *,0,  *,0,#
st,6070,6,HILL SPRINGS                            ,Jan-49,       ,-24.3058,114.5003,GPS            ,WA ,60,      ,     ,1950,2015,88,99,0,0,  *,0,#
st,6071,6,MUGGON                                  ,Jan-32,       ,-26.6167,115.5467,GPS            ,WA ,280,      ,     ,1932,2015,83,99,  *,0,  *,0,#
st,6072,6,EMU CREEK STATION                       ,01/1898,       ,-23.0314,115.0414,GPS            ,WA ,111,112,94318,1898,2015,64,98,1,  *,  *,0,#
st,6084,6,WARROORA                                ,Jan-09,       ,-23.4853,113.7811,GPS            ,WA ,20,      ,     ,1909,2015,78,99,  *,0,  *,0,#
st,6092,6,BILLABONG ASA                           ,Jan-69,       ,-26.8156,114.6133,GPS            ,WA ,129.6,130.4,94406,1969,1977,89,99,0,0,  *,0,#
st,6095,6,QUOBBA                                  ,Jan-52,       ,-24.3967,113.4056,GPS            ,WA ,16,      ,     ,1952,2015,96,99,0,0,  *,0,#
st,6097,6,USELESS LOOP                            ,Jul-82,       ,-26.1203,113.3975,GPS            ,WA ,3,      ,     ,1982,2015,89,98,1,0,1,0,#
st,6098,6,WEEDARRAH                               ,Apr-85,       ,-25.0294,115.8628,GPS            ,WA ,300,      ,     ,1985,2015,84,99,  *,0,  *,0,#
st,6099,6,MURCHISON                               ,Jul-87,       ,-26.8956,115.9567,               ,WA ,287,288,94422,1987,2015,98,95,5,0,  *,0,#
st,6100,6,COOLCALALAYA                            ,Sep-85,       ,-27.525,115.0569,GPS            ,WA ,220,      ,     ,1985,2013,75,99,  *,0,1,0,#
st,6102,6,STEEP POINT                             ,Jul-96,       ,-26.1764,113.215,GPS            ,WA ,4,      ,     ,1996,2015,98,99,1,0,  *,0,#
st,6103,6,MIDDALYA                                ,Jan-11,       ,-23.9064,114.7681,GPS            ,WA ,100,      ,     ,1911,2010,99,98,2,0,  *,0,#
st,6104,6,MINNIE CREEK AIRSTRIP                   ,Nov-11,       ,-24.0297,115.6894,GPS            ,WA ,276,      ,     ,2012,2015,100,0,100,0,0,0,#
st,6105,6,SHARK BAY AIRPORT                       ,May-00,       ,-25.8925,113.5772,GPS            ,WA ,33.8,34.3,95402,2000,2015,99,66,34,0,  *,0,#
st,6106,6,MOOLOO DOWNS                            ,Jan-25,       ,-25.0381,115.9953,GPS            ,WA ,320,      ,     ,1929,2015,38,94,5,0,1,0,#
st,6109,6,GNARALOO - 3 MILE CAMP                  ,Jul-10,       ,-23.8761,113.4972,               ,WA ,13,      ,     ,2010,2014,46,94,5,0,1,0,#
st,6110,6,RED BLUFF                               ,Jun-10,       ,-24.0306,113.4508,               ,WA ,15,      ,     ,2010,2013,44,99,0,0,1,0,#
st,6111,6,WINDERIE AIRSTRIP                       ,Nov-11,       ,-25.3097,115.145,GPS            ,WA ,200,      ,     ,2012,2015,100,0,100,0,0,0,#
st,6112,6,LYONS RIVER AIRSTRIP                    ,Nov-11,       ,-24.62,115.3347,GPS            ,WA ,198,      ,     ,2012,2015,100,0,100,0,0,0,#
st,7000,07A ,BARNONG                                 ,Jan-02,       ,-28.6294,116.2814,GPS            ,WA ,340,      ,     ,1902,2012,91,99,  *,0,  *,0,#
st,7001,07A ,BEEBYN                                  ,Jan-10,       ,-26.9683,117.9031,GPS            ,WA ,478,      ,     ,1910,2015,40,99,  *,0,  *,0,#
st,7003,07A ,BERINGARRA                              ,01/1883,       ,-26.0417,116.9528,GPS            ,WA ,450,      ,     ,1883,2015,64,95,4,0,  *,0,#
st,7006,07A ,BOOGARDIE                               ,Jan-10,       ,-28.0411,117.6703,GPS            ,WA ,450,      ,     ,1910,2015,81,99,  *,0,  *,0,#
st,7007,07A ,BOOLARDY                                ,01/1891,       ,-26.9844,116.5361,GPS            ,WA ,300,      ,     ,1891,2015,90,99,  *,0,  *,0,#
st,7010,07A ,BUNNAWARRA                              ,Jan-12,       ,-28.6058,116.5719,GPS            ,WA ,300,      ,     ,1912,2006,90,99,0,0,  *,0,#
st,7011,07A ,BURNERBINMAH                            ,Jan-02,       ,-28.7839,117.3625,GPS            ,WA ,400,      ,     ,1902,2015,96,99,  *,0,  *,0,#
st,7014,07A ,COODARDY                                ,01/1898,       ,-27.2528,117.6522,GPS            ,WA ,500,      ,     ,1898,2015,95,99,1,0,  *,0,#
st,7017,07A ,CUE                                     ,01/1894,       ,-27.425,117.8936,GPS            ,WA ,453,      ,     ,1894,2015,90,99,  *,0,  *,0,#
st,7019,7,BULLOO DOWNS                            ,Nov-17,       ,-24.0019,119.5725,GPS            ,WA ,600,      ,     ,1917,2015,93,99,  *,0,  *,0,#
st,7023,7,DOOLGUNNA                               ,Jan-29,       ,-25.6864,119.2258,GPS            ,WA ,600,      ,     ,1929,2015,99,99,  *,0,  *,0,#
st,7024,07A ,EDAH                                    ,Jan-37,       ,-28.2731,117.1544,GPS            ,WA ,350,      ,     ,1937,2015,86,99,  *,0,  *,0,#
st,7027,07A ,GABYON                                  ,01/1888,       ,-28.2494,116.34,GPS            ,WA ,340,      ,     ,1888,2015,88,99,  *,0,  *,0,#
st,7028,7,WANNA                                   ,Jan-46,       ,-24.0469,116.2181,GPS            ,WA ,320,      ,     ,1946,2009,99,99,  *,0,  *,0,#
st,7030,07A ,JUDAL STATION                           ,Jan-21,       ,-26.1142,117.5047,GPS            ,WA ,500,      ,     ,1921,2015,70,99,  *,0,  *,0,#
st,7031,07A ,HILLVIEW                                ,Jan-17,       ,-26.9033,118.8361,GPS            ,WA ,600,      ,     ,1918,2015,85,99,  *,0,  *,0,#
st,7033,07A ,ILLGARARIE                              ,Jan-24,       ,-24.3444,119.5808,GPS            ,WA ,620,      ,     ,1924,2009,48,99,  *,0,  *,0,#
st,7034,07A ,JINGEMARRA                              ,Jan-23,       ,-27.7444,116.7439,GPS            ,WA ,400,      ,     ,1923,2015,95,99,  *,0,  *,0,#
st,7037,07A ,KIRKALOCKA                              ,Jan-10,       ,-28.5564,117.7803,GPS            ,WA ,400,      ,     ,1910,2015,98,99,1,0,  *,0,#
st,7038,07A ,KOONMARRA                               ,Jan-27,       ,-26.275,117.7842,GPS            ,WA ,500,      ,     ,1927,2008,93,99,0,0,  *,0,#
st,7041,7,LANDOR                                  ,Jan-02,       ,-25.1303,116.9047,GPS            ,WA ,400,      ,     ,1902,2008,84,99,  *,0,  *,0,#
st,7043,07A ,MANFRED                                 ,01/1899,       ,-26.4458,116.5467,GPS            ,WA ,450,      ,     ,1899,2009,83,99,  *,0,  *,0,#
st,7045,07A ,MEEKATHARRA AIRPORT                     ,Jan-44,       ,-26.6136,118.5372,GPS            ,WA ,517,519,94430,1944,2015,98,99,  *,0,  *,0,#
st,7047,07A ,MEELINE STATION                         ,Jan-23,       ,-28.4467,118.2678,GPS            ,WA ,450,      ,     ,1923,2014,89,99,  *,0,  *,0,#
st,7048,07A ,MEKA STATION                            ,Jan-00,       ,-27.4222,116.825,GPS            ,WA ,350,      ,     ,1901,2015,77,99,  *,0,  *,0,#
st,7049,07A ,MILEURA                                 ,01/1899,       ,-26.3736,117.3339,GPS            ,WA ,400,      ,     ,1899,2015,93,99,  *,0,  *,0,#
st,7050,7,MILGUN                                  ,Jan-16,       ,-25.0942,118.2983,GPS            ,WA ,600,      ,     ,1916,2015,90,99,  *,0,  *,0,#
st,7052,7,MOORARIE                                ,01/1889,       ,-25.9214,117.6,GPS            ,WA ,600,      ,     ,1889,2014,78,99,0,0,  *,0,#
st,7053,7,MOUNT AUGUSTUS                          ,Jun-01,       ,-24.3086,116.9111,GPS            ,WA ,337,      ,     ,1901,2015,92,99,  *,0,  *,0,#
st,7054,07A ,MOUNT FARMER                            ,Jan-27,       ,-27.8794,117.5506,GPS            ,WA ,600,      ,     ,1927,2009,87,99,0,0,  *,0,#
st,7055,7,MOUNT GOULD                             ,01/1893,       ,-25.8058,117.3905,GPS            ,WA ,600,      ,     ,1894,2015,50,99,  *,0,  *,0,#
st,7057,07A ,MOUNT MAGNET                            ,01/1894,       ,-28.0617,117.8506,GPS            ,WA ,426,      ,     ,1895,2010,88,99,  *,0,  *,0,#
st,7058,7,MOUNT PHILLIP                           ,Jan-02,       ,-24.4,116.3078,GPS            ,WA ,300,      ,     ,1902,2015,80,99,  *,0,  *,0,#
st,7059,7,MOUNT VERNON                            ,Jan-39,       ,-24.2297,118.2408,GPS            ,WA ,350,      ,     ,1939,2015,98,99,  *,0,  *,0,#
st,7060,07A ,MOUNT WITTENOOM                         ,Jan-00,       ,-27.4189,116.6897,GPS            ,WA ,350,      ,     ,1901,2014,82,98,2,0,  *,0,#
st,7063,07A ,MURALGARRA                              ,Jan-04,       ,-28.5253,117.0344,GPS            ,WA ,350,      ,     ,1905,2014,88,99,  *,0,  *,0,#
st,7064,07A ,MURGOO                                  ,01/1889,       ,-27.3636,116.4261,GPS            ,WA ,303,      ,     ,1889,2015,88,99,  *,0,  *,0,#
st,7065,07A ,NALBARRA                                ,Jan-06,       ,-28.6519,117.6083,GPS            ,WA ,400,      ,     ,1906,2015,87,99,  *,0,  *,0,#
st,7067,07A ,NARNDEE                                 ,Jan-21,       ,-28.9464,118.1867,GPS            ,WA ,442.2,443,     ,1921,2012,99,99,  *,0,  *,0,#
st,7068,07A ,NINGHAN STATION                         ,Jan-05,       ,-29.425,117.2906,GPS            ,WA ,330,      ,     ,1905,2015,90,99,  *,0,  *,0,#
st,7071,07A ,PINDATHUNA                              ,Jan-05,       ,-28.0531,116.6514,               ,WA ,350,      ,     ,1905,2010,78,99,1,0,  *,0,#
st,7072,07A ,PULLAGAROO                              ,Jan-21,       ,-29.1886,117.9222,GPS            ,WA ,350,      ,     ,1922,2015,89,99,  *,0,  *,0,#
st,7078,07A ,SHERWOOD                                ,Jan-25,       ,-26.5593,118.5423,GPS            ,WA ,500,      ,     ,1925,2015,90,99,  *,0,  *,0,#
st,7079,7,SYLVANIA                                ,Jan-50,       ,-23.5867,120.0517,GPS            ,WA ,600,      ,     ,1950,2009,62,99,  *,0,  *,0,#
st,7080,7,THREE RIVERS                            ,Jan-07,       ,-25.1256,119.1514,GPS            ,WA ,520,522,     ,1907,2015,82,99,  *,0,  *,0,#
st,7081,07A ,THUNDELARRA                             ,Jan-06,       ,-28.8928,117.1333,GPS            ,WA ,353,      ,     ,1907,2015,99,99,  *,0,  *,0,#
st,7082,07A ,TUCKANARRA                              ,Jan-00,       ,-27.1192,118.0842,GPS            ,WA ,476,      ,     ,1900,2014,66,99,0,0,  *,0,#
st,7083,7,TUREE CREEK                             ,Jan-20,       ,-23.6239,118.6561,GPS            ,WA ,530,      ,     ,1920,2015,94,99,  *,0,  *,0,#
st,7089,07A ,WOOLEEN                                 ,01/1895,       ,-27.0878,116.1606,GPS            ,WA ,300,      ,     ,1895,2015,85,96,4,0,  *,0,#
