time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],lwe_thickness_of_precipitation_amount[unit="mm day-1"]
1970-07-12T00:00:00Z,-33.0862,116.0387,0.47984588146209717
1970-07-13T00:00:00Z,-33.0862,116.0387,4.573060512542725
1970-07-14T00:00:00Z,-33.0862,116.0387,0.0
1970-07-15T00:00:00Z,-33.0862,116.0387,0.0
1970-07-16T00:00:00Z,-33.0862,116.0387,0.3937876522541046
1970-07-17T00:00:00Z,-33.0862,116.0387,1.1637924909591675
1970-07-18T00:00:00Z,-33.0862,116.0387,0.0
1970-07-19T00:00:00Z,-33.0862,116.0387,0.0
1970-07-20T00:00:00Z,-33.0862,116.0387,0.0
1970-07-21T00:00:00Z,-33.0862,116.0387,1.7697769403457642
1970-07-22T00:00:00Z,-33.0862,116.0387,0.5852155685424805
1970-07-23T00:00:00Z,-33.0862,116.0387,37.398338317871094
1970-07-24T00:00:00Z,-33.0862,116.0387,18.191104888916016
1970-07-25T00:00:00Z,-33.0862,116.0387,3.818894147872925
1970-07-26T00:00:00Z,-33.0862,116.0387,11.029402732849121
1970-07-27T00:00:00Z,-33.0862,116.0387,14.1771240234375
1970-07-28T00:00:00Z,-33.0862,116.0387,2.7435152530670166
1970-07-29T00:00:00Z,-33.0862,116.0387,7.039402961730957
1970-07-30T00:00:00Z,-33.0862,116.0387,13.026479721069336
1970-07-31T00:00:00Z,-33.0862,116.0387,6.645391464233398
1970-08-01T00:00:00Z,-33.0862,116.0387,2.4895567893981934
1970-08-02T00:00:00Z,-33.0862,116.0387,2.379141092300415
1970-08-03T00:00:00Z,-33.0862,116.0387,0.8491083979606628
1970-08-04T00:00:00Z,-33.0862,116.0387,0.0
1970-08-05T00:00:00Z,-33.0862,116.0387,0.0
1970-08-06T00:00:00Z,-33.0862,116.0387,0.0
1970-08-07T00:00:00Z,-33.0862,116.0387,0.0
1970-08-08T00:00:00Z,-33.0862,116.0387,20.052993774414062
1970-08-09T00:00:00Z,-33.0862,116.0387,0.8229151964187622
1970-08-10T00:00:00Z,-33.0862,116.0387,0.0
1970-08-11T00:00:00Z,-33.0862,116.0387,0.0
1970-08-12T00:00:00Z,-33.0862,116.0387,0.0
1970-08-13T00:00:00Z,-33.0862,116.0387,0.0
1970-08-14T00:00:00Z,-33.0862,116.0387,0.0
1970-08-15T00:00:00Z,-33.0862,116.0387,0.0
1970-08-16T00:00:00Z,-33.0862,116.0387,0.0
1970-08-17T00:00:00Z,-33.0862,116.0387,0.0
1970-08-18T00:00:00Z,-33.0862,116.0387,14.901938438415527
1970-08-19T00:00:00Z,-33.0862,116.0387,14.350796699523926
1970-08-20T00:00:00Z,-33.0862,116.0387,4.329429626464844
1970-08-21T00:00:00Z,-33.0862,116.0387,1.4641143083572388
1970-08-22T00:00:00Z,-33.0862,116.0387,0.1671668142080307
1970-08-23T00:00:00Z,-33.0862,116.0387,0.0
1970-08-24T00:00:00Z,-33.0862,116.0387,3.490651845932007
1970-08-25T00:00:00Z,-33.0862,116.0387,21.20458221435547
1970-08-26T00:00:00Z,-33.0862,116.0387,5.817814350128174
1970-08-27T00:00:00Z,-33.0862,116.0387,1.7146341800689697
1970-08-28T00:00:00Z,-33.0862,116.0387,1.8583602905273438
1970-08-29T00:00:00Z,-33.0862,116.0387,0.0
1970-08-30T00:00:00Z,-33.0862,116.0387,0.0
1970-08-31T00:00:00Z,-33.0862,116.0387,0.0
1970-09-01T00:00:00Z,-33.0862,116.0387,0.020948749035596848
1970-09-02T00:00:00Z,-33.0862,116.0387,11.261053085327148
1970-09-03T00:00:00Z,-33.0862,116.0387,1.1586107015609741
1970-09-04T00:00:00Z,-33.0862,116.0387,1.1051454544067383
1970-09-05T00:00:00Z,-33.0862,116.0387,0.4384942054748535
1970-09-06T00:00:00Z,-33.0862,116.0387,0.45134347677230835
1970-09-07T00:00:00Z,-33.0862,116.0387,27.523910522460938
1970-09-08T00:00:00Z,-33.0862,116.0387,1.7836734056472778
1970-09-09T00:00:00Z,-33.0862,116.0387,0.1730184406042099
1970-09-10T00:00:00Z,-33.0862,116.0387,0.0
1970-09-11T00:00:00Z,-33.0862,116.0387,0.0
1970-09-12T00:00:00Z,-33.0862,116.0387,0.0
